submitter,station,buyer,advertiser,candidate,contract_id,start_time,end_time,start_date,end_date,spots_per_week,rate_per_spot,office,region,election,length,cancelled,youtube_id,description,name
Patane,KRCG,Target Enterprises,Americans for Prosperity,issue,302500,7 a.m.,9 a.m.,7/2/2012,7/8/2012,8,100,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,issue,302500,12 p.m.,12:30 p.m.,7/2/2012,7/8/2012,5,125,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,issue,302500,5 p.m.,5:30 p.m.,7/2/2012,7/8/2012,5,200,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,issue,302500,5:28 p.m.,6 p.m.,7/2/2012,7/8/2012,5,250,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,issue,302500,6 p.m.,6:30 p.m.,7/2/2012,7/8/2012,5,300,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,issue,302500,7 p.m.,8 p.m.,7/2/2012,7/8/2012,1,750,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,issue,302500,9 p.m.,10 p.m.,7/2/2012,7/8/2012,1,1000,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,issue,302500,9 p.m.,10 p.m.,7/2/2012,7/8/2012,1,450,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,issue,302500,10 p.m.,10:35 p.m.,7/2/2012,7/8/2012,1,475,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,issue,302500,6 a.m.,7 a.m.,7/2/2012,7/8/2012,4,125,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,issue,302500,9 p.m.,10 p.m.,7/2/2012,7/8/2012,1,700,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,issue,302500,9 p.m.,10 p.m.,7/2/2012,7/8/2012,1,400,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,issue,302500,8 p.m.,9 p.m.,7/2/2012,7/8/2012,1,800,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,issue,302500,8 p.m.,9 p.m.,7/2/2012,7/8/2012,1,400,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,issue,302500,8 p.m.,9 p.m.,7/2/2012,7/8/2012,1,750,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,12 p.m.,12:30 p.m.,6/25/2012,7/1/2012,4,125,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,5 p.m.,5:30 p.m.,6/25/2012,7/1/2012,4,200,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,5:28 p.m.,6 p.m.,6/25/2012,7/1/2012,4,250,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,6 p.m.,6:30 p.m.,6/25/2012,7/1/2012,4,300,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,7 p.m.,8 p.m.,6/25/2012,7/1/2012,1,750,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,9 p.m.,10 p.m.,6/25/2012,7/1/2012,1,750,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,9 p.m.,10 p.m.,6/25/2012,7/1/2012,1,1000,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,8 p.m.,9 p.m.,6/25/2012,7/1/2012,1,400,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,9 p.m.,10 p.m.,6/25/2012,7/1/2012,1,450,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,6 p.m.,7 p.m.,6/25/2012,7/1/2012,1,1000,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,10 p.m.,10:35 p.m.,6/25/2012,7/1/2012,4,475,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,6 a.m.,7 a.m.,6/25/2012,7/1/2012,4,125,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,10 a.m.,11 a.m.,6/25/2012,7/1/2012,2,100,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,6:30 p.m.,7 p.m.,6/25/2012,7/1/2012,3,250,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,8 p.m.,9 p.m.,6/25/2012,7/1/2012,1,800,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,10:37 p.m.,11:37 p.m.,6/25/2012,7/1/2012,3,125,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,28276,7 a.m.,9 a.m.,7/2/2012,7/8/2012,8,450,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,28276,6 p.m.,6:30 p.m.,7/2/2012,7/8/2012,5,900,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,28276,6:30 p.m.,7 p.m.,7/2/2012,7/8/2012,5,900,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,28276,10 p.m.,10:35 p.m.,7/2/2012,7/8/2012,5,750,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,28276,5:30 p.m.,6 p.m.,7/2/2012,7/8/2012,1,450,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,28276,6:30 p.m.,7 p.m.,7/2/2012,7/8/2012,1,400,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,28276,9 p.m.,10 p.m.,7/2/2012,7/8/2012,1,400,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,28276,6:59 p.m.,8 p.m.,7/2/2012,7/8/2012,2,400,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,28276,8 p.m.,10 p.m.,7/2/2012,7/8/2012,1,600,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,28276,8 p.m.,10 p.m.,7/2/2012,7/8/2012,1,200,,,issue,30,no,,,
Patane,KOMU,Target Enterprises,Americans for Prosperity,Issue,28277,7 a.m.,9 a.m.,6/25/2012,7/1/2012,8,450,,,issue,30,no,,,
Patane,KOMU,Target Enterprises,Americans for Prosperity,Issue,28277,5:28 p.m.,6 p.m.,6/25/2012,7/1/2012,4,900,,,issue,30,no,,,
Patane,KOMU,Target Enterprises,Americans for Prosperity,Issue,28277,6 p.m.,6:30 p.m.,6/25/2012,7/1/2012,4,900,,,issue,30,no,,,
Patane,KOMU,Target Enterprises,Americans for Prosperity,Issue,28277,6:30 p.m.,7 p.m.,6/25/2012,7/1/2012,4,900,,,issue,30,no,,,
Patane,KOMU,Target Enterprises,Americans for Prosperity,Issue,28277,7 p.m.,8 p.m.,6/25/2012,7/1/2012,1,400,,,issue,30,no,,,
Patane,KOMU,Target Enterprises,Americans for Prosperity,Issue,28277,10 p.m.,10:35 p.m.,6/25/2012,7/1/2012,4,750,,,issue,30,no,,,
Patane,KOMU,Target Enterprises,Americans for Prosperity,Issue,28277,5:30 p.m.,6 p.m.,6/25/2012,7/1/2012,1,400,,,issue,30,no,,,
Patane,KOMU,Target Enterprises,Americans for Prosperity,Issue,28277,6:30 p.m.,7 p.m.,6/25/2012,7/1/2012,1,400,,,issue,30,no,,,
Patane,KOMU,Target Enterprises,Americans for Prosperity,Issue,28277,9 a.m.,10 a.m.,6/25/2012,7/1/2012,1,500,,,issue,30,no,,,
Patane,KOMU,Target Enterprises,Americans for Prosperity,Issue,28277,9 a.m.,11 a.m.,6/25/2012,7/1/2012,4,250,,,issue,30,no,,,
Patane,KOMU,Target Enterprises,Americans for Prosperity,Issue,28277,7 a.m.,9 a.m.,6/25/2012,7/1/2012,1,250,,,issue,30,no,,,
Patane,KMIZ,Target Enterprises,Americans for Prosperity,Issue,27550,7 a.m.,9 a.m.,6/25/2012,7/1/2012,4,600,,,issue,30,no,,,
Patane,KMIZ,Target Enterprises,Americans for Prosperity,Issue,27550,4:30 p.m.,5 p.m.,6/25/2012,7/1/2012,4,240,,,issue,30,no,,,
Patane,KMIZ,Target Enterprises,Americans for Prosperity,Issue,27550,5 p.m.,5:30 p.m.,6/25/2012,7/1/2012,4,720,,,issue,30,no,,,
Patane,KMIZ,Target Enterprises,Americans for Prosperity,Issue,27550,10 p.m.,10:35 p.m.,6/25/2012,7/1/2012,4,1500,,,issue,30,no,,,
Patane,KMIZ,Target Enterprises,Americans for Prosperity,Issue,27550,6 a.m.,7 a.m.,6/25/2012,7/1/2012,4,475,,,issue,30,no,,,
Patane,KMIZ,Target Enterprises,Americans for Prosperity,Issue,27550,9 a.m.,10 a.m.,6/25/2012,7/1/2012,4,150,,,issue,30,no,,,
Patane,KMIZ,Target Enterprises,Americans for Prosperity,Issue,27550,3 p.m.,4 p.m.,6/25/2012,7/1/2012,4,200,,,issue,30,no,,,
Patane,KMIZ,Target Enterprises,Americans for Prosperity,Issue,27550,9 p.m.,10 p.m.,6/25/2012,7/1/2012,1,1250,,,issue,30,no,,,
Patane,KMIZ,Target Enterprises,Americans for Prosperity,Issue,27579,7 a.m.,9 a.m.,7/2/2012,7/8/2012,4,600,,,issue,30,no,,,
Patane,KMIZ,Target Enterprises,Americans for Prosperity,Issue,27579,4:30 p.m.,5 p.m.,7/2/2012,7/8/2012,5,240,,,issue,30,no,,,
Patane,KMIZ,Target Enterprises,Americans for Prosperity,Issue,27579,5 p.m.,5:30 p.m.,7/2/2012,7/8/2012,5,720,,,issue,30,no,,,
Patane,KMIZ,Target Enterprises,Americans for Prosperity,Issue,27579,10 p.m.,10:35 p.m.,7/2/2012,7/8/2012,5,1500,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,7 a.m.,9 a.m.,7/2/2012,7/8/2012,8,100,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,12 p.m.,12:30 p.m.,7/2/2012,7/8/2012,5,125,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,5 p.m.,5:30 p.m.,7/2/2012,7/8/2012,5,200,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,5:28 p.m.,6 p.m.,7/2/2012,7/8/2012,5,250,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,6 p.m.,6:30 p.m.,7/2/2012,7/8/2012,5,300,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,7 p.m.,8 p.m.,7/2/2012,7/8/2012,1,750,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,9 p.m.,10 p.m.,7/2/2012,7/8/2012,1,1000,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,9 p.m.,10 p.m.,7/2/2012,7/8/2012,1,450,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,10 p.m.,10:35 p.m.,7/2/2012,7/8/2012,5,475,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,6 a.m.,7 a.m.,7/2/2012,7/8/2012,4,125,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,9 p.m.,10 p.m.,7/2/2012,7/8/2012,1,700,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,9 p.m.,10 p.m.,7/2/2012,7/8/2012,1,400,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,8 p.m.,9 p.m.,7/2/2012,7/8/2012,1,800,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,8 p.m.,9 p.m.,7/2/2012,7/8/2012,1,400,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,8 p.m.,9 p.m.,7/2/2012,7/8/2012,1,750,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,7 a.m.,9 a.m.,6/25/2012,7/1/2012,8,100,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,12 p.m.,12:30 p.m.,6/25/2012,7/1/2012,4,125,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,5 p.m.,5:30 p.m.,6/25/2012,7/1/2012,4,200,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,5:28 p.m.,6 p.m.,6/25/2012,7/1/2012,4,250,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,6 p.m.,6:30 p.m.,6/25/2012,7/1/2012,4,300,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,7 p.m.,8 p.m.,6/25/2012,7/1/2012,1,750,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,9 p.m.,10 p.m.,6/25/2012,7/1/2012,1,750,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,9 p.m.,10 p.m.,6/25/2012,7/1/2012,1,1000,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,8 p.m.,9 p.m.,6/25/2012,7/1/2012,1,400,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,9 p.m.,10 p.m.,6/25/2012,7/1/2012,1,450,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,6 p.m.,7 p.m.,6/25/2012,7/1/2012,1,1000,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,10 p.m.,10:35 p.m.,6/25/2012,7/1/2012,4,475,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,6 a.m.,7 a.m.,6/25/2012,7/1/2012,4,125,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,10 a.m.,11 a.m.,6/25/2012,7/1/2012,2,100,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,6:30 p.m.,7 p.m.,6/25/2012,7/1/2012,3,250,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,8 p.m.,9 p.m.,6/25/2012,7/1/2012,1,800,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,10:37 p.m.,11:37 p.m.,6/25/2012,7/1/2012,3,125,,,issue,30,no,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302499,7 a.m.,9 a.m.,6/25/2012,7/1/2012,8,100,,,issue,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,10 a.m.,11 a.m.,7/10/2012,7/16/2012,4,200,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,12 p.m.,12:30 p.m.,7/10/2012,7/16/2012,5,75,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,5 p.m.,5:30 p.m.,7/10/2012,7/16/2012,5,350,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,5 a.m.,7 a.m.,7/10/2012,7/16/2012,5,200,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,6 p.m.,6:30 p.m.,7/10/2012,7/16/2012,5,550,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,6:30 p.m.,7 p.m.,7/10/2012,7/16/2012,4,400,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,7 a.m.,9 a.m.,7/10/2012,7/16/2012,5,60,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,6 p.m.,7 p.m.,7/9/2012,7/15/2012,1,250,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,10 p.m.,10:35 p.m.,7/10/2012,7/16/2012,4,600,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,7 p.m.,8 p.m.,7/10/2012,7/16/2012,1,300,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,8 p.m.,9 p.m.,7/9/2012,7/15/2012,1,300,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,6 p.m.,6:30 p.m.,7/9/2012,7/15/2012,1,550,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,7 a.m.,9 a.m.,7/9/2012,7/15/2012,1,60,U.S. Senate,Missouri,primary,30,no,,,
Patane,KOMU,SRCP Media,Brunner for Senate,John Brunner,28373,6 a.m.,6:58 a.m.,7/10/2012,7/16/2012,5,130,U.S. Senate,Missouri,primary,30,no,,,
Patane,KOMU,SRCP Media,Brunner for Senate,John Brunner,28373,7 a.m.,9 a.m.,7/10/2012,7/16/2012,5,200,U.S. Senate,Missouri,primary,30,no,,,
Patane,KOMU,SRCP Media,Brunner for Senate,John Brunner,28373,7 a.m.,9 a.m.,7/10/2012,7/16/2012,2,200,U.S. Senate,Missouri,primary,30,no,,,
Patane,KOMU,SRCP Media,Brunner for Senate,John Brunner,28373,9 a.m.,11 a.m.,7/10/2012,7/16/2012,3,40,U.S. Senate,Missouri,primary,30,no,,,
Patane,KOMU,SRCP Media,Brunner for Senate,John Brunner,28373,12 p.m.,12:30 p.m.,7/10/2012,7/16/2012,3,35,U.S. Senate,Missouri,primary,30,no,,,
Patane,KOMU,SRCP Media,Brunner for Senate,John Brunner,28373,5 p.m.,5:30 p.m.,7/10/2012,7/16/2012,5,200,U.S. Senate,Missouri,primary,30,no,,,
Patane,KOMU,SRCP Media,Brunner for Senate,John Brunner,28373,6 p.m.,6:30 p.m.,7/10/2012,7/16/2012,5,300,U.S. Senate,Missouri,primary,30,no,,,
Patane,KOMU,SRCP Media,Brunner for Senate,John Brunner,28373,6:30 p.m.,7 p.m.,7/10/2012,7/16/2012,5,400,U.S. Senate,Missouri,primary,30,no,,,
Patane,KOMU,SRCP Media,Brunner for Senate,John Brunner,28373,10 p.m.,10:35 p.m.,7/10/2012,7/16/2012,3,45,U.S. Senate,Missouri,primary,30,no,,,
Patane,KOMU,SRCP Media,Brunner for Senate,John Brunner,28373,10:35 p.m.,11:35 p.m.,7/10/2012,7/16/2012,4,120,U.S. Senate,Missouri,primary,30,no,,,
Patane,KOMU,SRCP Media,Brunner for Senate,John Brunner,28373,8 p.m.,9 p.m.,7/9/2012,7/15/2012,1,790,U.S. Senate,Missouri,primary,30,no,,,
Patane,KOMU,SRCP Media,Brunner for Senate,John Brunner,28373,9 p.m.,10 p.m.,7/9/2012,7/15/2012,1,250,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,10 p.m.,10:35 p.m.,7/9/2012,7/15/2012,3,200,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,10:35 p.m.,11:05 p.m.,7/9/2012,7/15/2012,3,20,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,4 p.m.,4:30 p.m.,7/9/2012,7/15/2012,2,75,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,4:30 p.m.,5 p.m.,7/9/2012,7/15/2012,4,30,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,5 p.m.,5:30 p.m.,7/9/2012,7/15/2012,4,40,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,5 a.m.,6 a.m.,7/9/2012,7/15/2012,3,25,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,6 p.m.,6:30 p.m.,7/9/2012,7/15/2012,4,65,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,6 a.m.,7 a.m.,7/9/2012,7/15/2012,4,85,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,6:30 p.m.,7 p.m.,7/9/2012,7/15/2012,4,50,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,7 a.m.,9 a.m.,7/9/2012,7/15/2012,4,55,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,9 a.m.,10 a.m.,7/9/2012,7/15/2012,3,55,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,7 a.m.,8 a.m.,7/9/2012,7/15/2012,1,60,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,10 p.m.,10:35 p.m.,7/16/2012,7/22/2012,1,200,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,10:35 p.m.,11:05 p.m.,7/16/2012,7/22/2012,1,20,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,4 p.m.,4:30 p.m.,7/16/2012,7/22/2012,1,75,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,4:30 p.m.,5 p.m.,7/16/2012,7/22/2012,1,30,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,5 p.m.,5:30 p.m.,7/16/2012,7/22/2012,1,40,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,5 a.m.,6 a.m.,7/16/2012,7/22/2012,1,25,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,6 p.m.,6:30 p.m.,7/16/2012,7/22/2012,1,65,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,6 a.m.,7 a.m.,7/16/2012,7/22/2012,1,85,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,6:30 p.m.,7 p.m.,7/16/2012,7/22/2012,1,50,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,7 a.m.,9 a.m.,7/16/2012,7/22/2012,1,55,U.S. Senate,Missouri,primary,30,no,,,
Patane,KMIZ,SRCP Media,Brunner for Senate,John Brunner,27796,9 a.m.,10 a.m.,7/16/2012,7/22/2012,1,55,U.S. Senate,Missouri,primary,30,no,,,
Patane,KQFX,SRCP Media,Brunner for Senate,John Brunner,27801,6 p.m.,6:30 p.m.,7/9/2012,7/15/2012,2,75,U.S. Senate,Missouri,primary,30,no,,,
Patane,KQFX,SRCP Media,Brunner for Senate,John Brunner,27801,6:30 p.m.,7 p.m.,7/9/2012,7/15/2012,2,250,U.S. Senate,Missouri,primary,30,no,,,
Patane,KQFX,SRCP Media,Brunner for Senate,John Brunner,27801,9 p.m.,9:30 p.m.,7/9/2012,7/15/2012,3,150,U.S. Senate,Missouri,primary,30,no,,,
Patane,KQFX,SRCP Media,Brunner for Senate,John Brunner,27801,7 p.m.,9 p.m.,7/9/2012,7/15/2012,1,700,U.S. Senate,Missouri,primary,30,no,,,
Patane,KQFX,SRCP Media,Brunner for Senate,John Brunner,27801,6 p.m.,6:30 p.m.,7/16/2012,7/22/2012,1,75,U.S. Senate,Missouri,primary,30,no,,,
Patane,KQFX,SRCP Media,Brunner for Senate,John Brunner,27801,6:30 p.m.,7 p.m.,7/16/2012,7/22/2012,1,250,U.S. Senate,Missouri,primary,30,no,,,
Patane,KQFX,SRCP Media,Brunner for Senate,John Brunner,27801,9 p.m.,9:30 p.m.,7/16/2012,7/22/2012,1,150,U.S. Senate,Missouri,primary,30,no,,,
Patane,KQFX,SRCP Media,Brunner for Senate,John Brunner,27801,6:30 p.m.,8:30 p.m.,7/9/2012,7/22/2012,1,325,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,303868,10 a.m.,11 a.m.,7/3/2012,7/9/2012,2,65,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,303868,12 p.m.,12:30 p.m.,7/3/2012,7/9/2012,2,45,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,303868,5 p.m.,5:30 p.m.,7/3/2012,7/9/2012,2,115,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,303868,5 a.m.,7 a.m.,7/3/2012,7/9/2012,5,75,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,303868,6 p.m.,6:30 p.m.,7/3/2012,7/9/2012,6,200,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,303868,6:30 p.m.,7 p.m.,7/3/2012,7/9/2012,2,175,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,303868,7 a.m.,9 a.m.,7/3/2012,7/9/2012,5,35,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,303868,6 p.m.,7 p.m.,7/2/2012,7/8/2012,1,350,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,303868,10 p.m.,10:35 p.m.,7/3/2012,7/9/2012,3,285,U.S. Senate,Missouri,primary,30,no,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,303868,7 p.m.,8 p.m.,7/2/2012,7/8/2012,1,300,U.S. Senate,Missouri,primary,30,no,,,
Patane,KOMU,SRCP Media,Brunner for Senate,John Brunner,28341,6 a.m.,6:58 a.m.,7/3/2012,7/9/2012,5,130,U.S. Senate,Missouri,primary,30,no,,,
Patane,KOMU,SRCP Media,Brunner for Senate,John Brunner,28341,7 a.m.,9 a.m.,7/3/2012,7/9/2012,5,200,U.S. Senate,Missouri,primary,30,no,,,
Patane,KOMU,SRCP Media,Brunner for Senate,John Brunner,28341,7 a.m.,9 a.m.,7/3/2012,7/9/2012,3,200,U.S. Senate,Missouri,primary,30,no,,,
